title,pdf_url,arxiv_url,code_available,code_url
"Alleviate and Mining: Rethinking Unsupervised Domain Adaptation for Mitochondria Segmentation from Pseudo-Label Perspective",,,maybe,
"Unsupervised Diffusion-Based Degradation Modeling for Real-World Super-Resolution",,,no,
"Contrastive Auxiliary Learning with Structure Transformation for Heterogeneous Graphs",,,maybe,
"Information-Theoretic Generative Clustering of Documents",,,no,
"Active Reinforcement Learning Strategies for Offline Policy Improvement",,,no,
"Sweeping Heterogeneity with Smart MoPs: Mixture of Prompts for LLM Task Adaptation",,,no,
"Proportionally Fair Matching via Randomized Rounding",,,no,
"Linking Industry Sectors and Financial Statements: A Hybrid Approach for Company Classification",,,no,
"OAC: Output-adaptive Calibration for Accurate Post-training Quantization",,,no,
"Designing Ambiguity Sets for Distributionally Robust Optimization Using Structural Causal Optimal Transport",,,no,
"Learning Regularization for Graph Inverse Problems",,,no,
"Causal Discovery by Interventions via Integer Programming",,,no,
"Free Lunch in the Forest: Functionally-Identical Pruning of Boosted Tree Ensembles",,,no,
"Deep Generative Model for Mechanical System Configuration Design",,,no,
"Towards Efficient Collaboration via Graph Modeling in Reinforcement Learning",,,no,
"Large Language Models Enhanced Personalized Graph Neural Architecture Search in Federated Learning",,,no,
"3SAT: A Simple Self-Supervised Adversarial Training Framework",,,no,
"Boosting Fine-Grained Visual Anomaly Detection with Coarse-Knowledge-Aware Adversarial Learning",,,no,
"Rapid Learning in Constrained Minimax Games with Negative Momentum",,,no,
"OmniMark: Efficient and Scalable Latent Diffusion Model Fingerprinting",,,no,
"An Item Is Worth a Prompt: Versatile Image Editing with Disentangled Control",,,no,
"SADBA: Self-Adaptive Distributed Backdoor Attack Against Federated Learning",,,no,
"Learning Nash Equilibrium of Markov Potential Games with a Shared Constraint via Primal-Dual Optimization",,,no,
"Scalable Federated One-Step Multi-View Clustering with Tensorized Regularization",,,no,
"MPQ-DM: Mixed Precision Quantization for Extremely Low Bit Diffusion Models",,,no,
"DUO: Diverse; Uncertain; On-Policy Query Generation and Selection for Reinforcement Learning from Human Feedback",,,no,
"Incremental Nyström-based Multiple Kernel Clustering",,,no,
"Universality of Real Minimal Complexity Reservoir",,,no,
"A Unifying Information-theoretic Perspective on Evaluating Generative Models",,,no,
"Frequency-Masked Embedding Inference: A Non-Contrastive Approach for Time Series Representation Learning",,,no,
"Beyond Federated Prototype Learning: Learnable Semantic Anchors with Hyperspherical Contrast for Domain-Skewed Data",,,no,
"Virtual Nodes Can Help: Tackling Distribution Shifts in Federated Graph Learning",,,no,
"Discrete Curvature Graph Information Bottleneck",,,no,
"Bi-Directional Multi-Scale Graph Dataset Condensation via Information Bottleneck",,,no,
"HYGENE: A Diffusion-Based Hypergraph Generation Method",,,no,
"Accurate Estimation of Feature Importance Faithfulness for Tree Models",,,no,
"Scalable Decentralized Algorithms for Online Personalized Mean Estimation",,,no,
"QuARF: Quality-Adaptive Receptive Fields for Degraded Image Perception",,,no,
"Bootstrapping Heterogeneous Graph Representation Learning via Large Language Models: A Generalized Approach",,,no,
"Auto-Regressive Moving Diffusion Models for Time Series Forecasting",,,no,
"Multimodal Fusion Using Multi-View Domains for Data Heterogeneity in Federated Learning",,,no,
"FLUE: Streamlined Uncertainty Estimation for Large Language Models",,,no,
"Asymmetric Reinforcing Against Multi-Modal Representation Bias",,,no,
"Maintaining Fairness in Logit-based Knowledge Distillation for Class-Incremental Learning",,,no,
"Extracting Interpretable Task-Specific Circuits from Large Language Models for Faster Inference",,,no,
"CiTrus: Squeezing Extra Performance out of Low-data Bio-signal Transfer Learning",,,no,
"Personalized Clustering via Targeted Representation Learning",,,no,
"Learning Physics Informed Neural ODEs with Partial Measurements",,,no,
"Auditing and Enforcing Conditional Fairness via Optimal Transport",,,no,
"Queries; Representation & Detection: The Next 100 Model Fingerprinting Schemes",,,maybe,
"An Optimal Transport-based Latent Mixer for Robust Multi-modal Learning",,,maybe,
"Out-of-Distribution Detection with Prototypical Outlier Proxy",,,no,
"Evolutionary Large Language Model for Automated Feature Transformation",,,no,
"DivGCL: A Graph Contrastive Learning Model for Diverse Recommendation",,,no,
"Conformal Prediction for Partial Label Learning",,,no,
"Efficient Graph Bandit Learning with Side-Observations and Switching Constraints",,,no,
"Offline Safe Reinforcement Learning Using Trajectory Classification",,,no,
"Neural Temporal Point Processes for Forecasting Directional Relations in Evolving Hypergraphs",,,no,
"Deep Representation Learning for Forecasting Recursive and Multi-Relational Events in Temporal Networks",,,maybe,
"On Oversquashing in Graph Neural Networks Through the Lens of Dynamical Systems",,,no,
"ADELA: Accelerating Evolutionary Design of Machine Learning Pipelines with the Accompanying Surrogate Model",,,no,
"Heterogeneous Graph Neural Network on Semantic Tree",,,no,
"Structure-Adaptive Multi-View Graph Clustering for Remote Sensing Data",,,no,
"Capture Global Feature Statistics for One-Shot Federated Learning",,,no,
"Enhancing Multivariate Time-Series Domain Adaptation via Contrastive Frequency Graph Discovery and Language-Guided Adversary Alignment",,,no,
"Exploring Vacant Classes in Label-Skewed Federated Learning",,,no,
"A New Federated Learning Framework Against Gradient Inversion Attacks",,,no,
"Federated Causally Invariant Feature Learning",,,yes,https://github.com/Xianjie-Guo/FedCIFL
"Bridging the Gap for Test-Time Multimodal Sentiment Analysis",,,no,
"A Wander Through the Multimodal Landscape: Efficient Transfer Learning via Low-rank Sequence Multimodal Adapter",,,no,
"CFDM: Contrastive Fusion and Disambiguation for Multi-View Partial-Label Learning",,,maybe,
"Who’s the (Multi-)Fairest of Them All: Rethinking Interpolation-Based Data Augmentation Through the Lens of Multicalibration",,,no,
"Diffusion Model Patching via Mixture-of-Prompts",,,no,
"RegMixMatch: Optimizing Mixup Utilization in Semi-Supervised Learning",,,no,
"DrugHash: Hashing Based Contrastive Learning for Virtual Screening",,,no,
"Scalable Acceleration for Classification-Based Derivative-Free Optimization",,,no,
"Content-aware Balanced Spectrum Encoding in Masked Modeling for Time Series Classification",,,maybe,
"Uncertainty-Aware Global-View Reconstruction for Multi-View Multi-Label Feature Selection",,,no,
"DCHM: Dynamic Collaboration of Heterogeneous Models Through Isomerism Learning in a Blockchain-Powered Federated Learning Framework",,,no,
"FedAA: A Reinforcement Learning Perspective on Adaptive Aggregation for Fair and Robust Federated Learning",,,no,
"Geolocation Representation from Large Language Models Are Generic Enhancers for Spatio-Temporal Learning",,,no,
"GLAM: Global-Local Variation Awareness in Mamba-based World Model",,,no,
"Gradient-Based Sample Selection for Black-Box Universal Domain Adaptation",,,no,
"MARS: Mixture of Auto-Regressive Models for Fine-grained Text-to-image Synthesis",,,no,
"Target Semantics Clustering via Text Representations for Robust Universal Domain Adaptation",,,no,
"CAMH: Advancing Model Hijacking Attack in Machine Learning",,,no,
"Differential Alignment for Domain Adaptive Object Detection",,,no,
"Highly Parallelized Reinforcement Learning Training with Relaxed Assignment Dependencies",,,no,
"Bi-Level Optimization for Semi-Supervised Learning with Pseudo-Labeling",,,no,
"DeepSN: A Sheaf Neural Framework for Influence Maximization",,,no,
"Generalization Analysis for Deep Contrastive Representation Learning",,,no,
"Zeroth-Order Methods for Nonconvex Stochastic Problems with Decision-Dependent Distributions",,,no,
"Pre-Training Graph Neural Networks on Molecules by Using Subgraph-Conditioned Graph Information Bottleneck",,,no,
"Data Augmentation for Instruction Following Policies via Trajectory Segmentation",,,no,
"KernelMatmul: Scaling Gaussian Processes to Large Time Series",,,no,
"Multimodal Promptable Token Merging for Diffusion Models",,,no,
"Self-Attentive Spatio-Temporal Calibration for Precise Intermediate Layer Matching in ANN-to-SNN Distillation",,,no,
"A Deep Probabilistic Framework for Continuous Time Dynamic Graph Generation",,,no,
"Structural Entropy Guided Unsupervised Graph Out-Of-Distribution Detection",,,no,
"Adaptive Multimodal Fusion: Dynamic Attention Allocation for Intent Recognition",,,no,
"An Information-theoretic Multi-task Representation Learning Framework for Natural Language Understanding",,,no,
"Unsupervised Kernel-based Multi-view Feature Selection with Robust Self-representation and Binary Hashing",,,maybe,
"Large Language Model Meets Graph Neural Network in Knowledge Distillation",,,no,
"Self-supervised Trusted Contrastive Multi-view Clustering with Uncertainty Refined",,,no,
"Multi-aspect Self-guided Deep Information Bottleneck for Multi-modal Clustering",,,no,
"GSDiff: Synthesizing Vector Floorplans via Geometry-enhanced Structural Graph Generation",,,no,
"Efficient Rectification of Neuro-Symbolic Reasoning Inconsistencies by Abductive Reflection",,,no,
"Stability and Generalization of Zeroth-Order Decentralized Stochastic Gradient Descent with Changing Topology",,,no,
"Transfer Learning Meets Functional Linear Regression: No Negative Transfer Under Posterior Drift",,,no,
"Adaptive Multi-Scale Decomposition Framework for Time Series Forecasting",,,no,
"R-DTI: Drug Target Interaction Prediction Based on Second-Order Relevance Exploration",,,no,
"TinyFoA: Memory Efficient Forward-Only Algorithm for On-Device Learning",,,no,
"Multi-view Evidential Learning-based Medical Image Segmentation",,,no,
"PA3Fed: Period-Aware Adaptive Aggregation for Improved Federated Learning",,,no,
"TCAQ-DM: Timestep-Channel Adaptive Quantization for Diffusion Models",,,no,
"Trusted Unified Feature-Neighborhood Dynamics for Multi-View Classification",,,no,
"CUQDS: Conformal Uncertainty Quantification Under Distribution Shift for Trajectory Prediction",,,no,
"GBRIP: Granular Ball Representation for Imbalanced Partial Label Learning",,,no,
"Analytical-Chemistry-Informed Transformer for Infrared Spectra Modeling",,,no,
"Enhance Vision-Language Alignment with Noise",,,no,
"GapMatch: Bridging Instance and Model Perturbations for Enhanced Semi-Supervised Medical Image Segmentation",,,no,
"Structural Entropy Guided Probabilistic Coding",,,no,
"Graph Mixture of Experts and Memory-augmented Routers for Multivariate Time Series Anomaly Detection",,,no,
"Adaptive Prompt-Based Semantic Embedding with Inspire Potential of Implicit Knowledge for Cross-Modal Retrieval",,,no,
"SoLA: Leveraging Soft Activation Sparsity and Low-Rank Decomposition for Large Language Model Compression",,,no,
"TIME-FS: Joint Learning of Tensorial Incomplete Multi-View Unsupervised Feature Selection and Missing-View Imputation",,,no,
"Does GCL Need a Large Number of Negative Samples? Enhancing Graph Contrastive Learning with Effective and Efficient Negative Sampling",,,no,
"Effective and Efficient Representation Learning for Flight Trajectories",,,no,
"THGNets: Constrained Temporal Hypergraphs and Graph Neural Networks in Hyperbolic Space for Information Diffusion Prediction",,,no,
"Attack-in-the-Chain: Bootstrapping Large Language Models for Attacks Against Black-Box Neural Ranking Models",,,no,
"Direct Routing Gradient (DRGrad): A Personalized Information Surgery for Multi-Task Learning (MTL) Recommendations",,,no,
"CoRA: Collaborative Information Perception by Large Language Model’s Weights for Recommendation",,,no,
"RDPI: A Refine Diffusion Probability Generation Method for Spatiotemporal Data Imputation",,,no,
"SIGMA: Selective Gated Mamba for Sequential Recommendation",,,maybe,
"Revisiting Multimodal Fusion for 3D Anomaly Detection from an Architectural Perspective",,,no,
"EPERM: An Evidence Path Enhanced Reasoning Model for Knowledge Graph Question and Answering",,,no,
"Densest k-Subgraph Mining via a Provably Tight Relaxation",,,no,
"One for Dozens: Adaptive REcommendation for All Domains with Counterfactual Augmentation",,,no,
"Enhancing Sequential Recommendation with Global Diffusion",,,no,
"FairGP: A Scalable and Fair Graph Transformer Using Graph Partitioning",,,no,
"Dynamic Multi-Interest Graph Neural Network for Session-Based Recommendation",,,no,
"AD4CD: Causal-Guided Anomaly Detection for Enhancing Cognitive Diagnosis",,,no,
"Sub-Interest-Aware Representation Uniformity for Recommender System",,,no,
"S²DN: Learning to Denoise Unconvincing Knowledge for Inductive Knowledge Graph Completion",,,no,
"On Designing the Optimal Integrated Ad Auction in E-commerce Platforms",,,no,
"GenAuction: A Generative Auction for Online Advertising",,,no,
"Unveiling Multi-View Anomaly Detection: Intra-view Decoupling and Inter-view Fusion",,,no,
"DutyTTE: Deciphering Uncertainty in Origin-Destination Travel Time Estimation",,,no,
"DOGE: LLMs-Enhanced Hyper-Knowledge Graph Recommender for Multimodal Recommendation",,,no,
"Trust-GRS: A Trustworthy Training Framework for Graph Neural Network Based Recommender Systems Against Shilling Attacks",,,no,
"Towards Trustworthy Knowledge Graph Reasoning: An Uncertainty Aware Perspective",,,no,
"LS-TGNN: Long and Short-Term Temporal Graph Neural Network for Session-Based Recommendation",,,no,
"Tab-Shapley: Identifying Top-k Tabular Data Quality Insights",,,no,
"A Label-free Heterophily-guided Approach for Unsupervised Graph Fraud Detection",,,no,
"Guaranteeing Out-Of-Distribution Detection in Deep RL via Transition Estimation",,,no,
"Seeing Beyond Noise: Joint Graph Structure Evaluation and Denoising for Multimodal Recommendation",,,no,
"Online Fraud Detection via Test-Time Retrieval-Based Representation Enrichment",,,no,
"GeoMamba: Towards Multi-granular POI Recommendation with Geographical State Space Model",,,maybe,
"Domain-Level Disentanglement Framework Based on Information Enhancement for Cross-Domain Cold-Start Recommendation",,,no,
"Hyperparametric Robust and Dynamic Influence Maximization",,,no,
"Towards Loss-Resilient Image Coding for Unstable Satellite Networks",,,no,
"Adversarial Contrastive Graph Masked AutoEncoder Against Graph Structure and Feature Dual Attacks",,,no,
"AlphaForge: A Framework to Mine and Dynamically Combine Formulaic Alpha Factors",,,no,
"Ready for You When You Are Back: Content-Driven Session-Based Recommendation for Continuity of Experience",,,no,
"Multi-Modal Recommendation Unlearning for Legal; Licensing; and Modality Constraints",,,no,
"Integrating Personalized Spatio-Temporal Clustering for Next POI Recommendation",,,no,
"UniFORM: Towards Unified Framework for Anomaly Detection on Graphs",,,no,
"Enhancing Diffusion Model with Auxiliary Information Mining-Exploration and Efficient Sampling Mechanism for Sequential Recommendation",,,no,
"Genomics Data Lossless Compression with (S; K)-Mer Encoding and Deep Neural Networks",,,no,
"Pioneer: Physics-informed Riemannian Graph ODE for Entropy-increasing Dynamics",,,no,
"GDiffRetro: Retrosynthesis Prediction with Dual Graph Enhanced Molecular Representation and Diffusion Generation",,,no,
"LLM4RSR: Large Language Models as Data Correctors for Robust Sequential Recommendation",,,no,
"EDGE: Unknown-aware Multi-label Learning by Energy Distribution Gap Expansion",,,no,
"Hubness Change Point Detection",,,no,
"Language Pre-training Guided Masking Representation Learning for Time Series Classification",,,no,
"Unlocking the Power of Patch: Patch-Based MLP for Long-Term Time Series Forecasting",,,no,
"CoDeR: Counterfactual Demand Reasoning for Sequential Recommendation",,,maybe,
"Adapting to Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation on Knowledge Graphs",,,no,
"ScoreNet: Consistency-driven Framework with Multi-side Information Fusion for Session-based Recommendation",,,no,
"POI Recommendation via Multi-Objective Adversarial Imitation Learning",,,maybe,
"Explicit and Implicit Examinee-Question Relation Exploiting for Efficient Computerized Adaptive Testing",,,no,
"ChatTime: A Unified Multimodal Time Series Foundation Model Bridging Numerical and Textual Data",,,no,
"DR-VAE: Debiased and Representation-enhanced Variational Autoencoder for Collaborative Recommendation",,,no,
"M^3EL: A Multi-task Multi-topic Dataset for Multi-modal Entity Linking",,,no,
"UniPCGC: Towards Practical Point Cloud Geometry Compression via an Efficient Unified Approach",,,no,
"MDFG: Multi-Dimensional Fine-Grained Modeling for Fatigue Detection",,,no,
"Towards S²-Challenges Underlying LLM-Based Augmentation for Personalized News Recommendation",,,no,
"Intent Oriented Contrastive Learning for Sequential Recommendation",,,no,
"Towards Unbiased Information Extraction and Adaptation in Cross-Domain Recommendation",,,no,
"Sim4Rec: Data-Free Model Extraction Attack on Sequential Recommendation",,,no,
"Accurate and Regret-Aware Numerical Problem Solver for Tabular Question Answering",,,no,
"Rule-Guided Graph Neural Networks for Explainable Knowledge Graph Reasoning",,,no,
"Federated Recommendation with Explicitly Encoding Item Bias",,,no,
"Counterfactual Task-augmented Meta-learning for Cold-start Sequential Recommendation",,,no,
"C2F-TP: A Coarse-to-Fine Denoising Framework for Uncertainty-Aware Trajectory Prediction",,,no,
"Walk Wisely on Graph: Knowledge Graph Reasoning with Dual Agents via Efficient Guidance-Exploration",,,no,
"Re2LLM: Reflective Reinforcement Large Language Model for Session-based Recommendation",,,maybe,
"Prompt-based Unifying Inference Attack on Graph Neural Networks",,,no,
"Learning Multiple User Distributions for Recommendation via Guided Conditional Diffusion",,,no,
"Cross-Domain Trajectory Association Based on Hierarchical Spatiotemporal Enhanced Attention Hypergraph",,,no,
"Conditional Latent Coding with Learnable Synthesized Reference for Deep Image Compression",,,no,
"Graph Coarsening via Supervised Granular-Ball for Scalable Graph Neural Network Training",,,no,
"Improving Complex Reasoning over Knowledge Graph with Logic-Aware Curriculum Tuning",,,no,
"Robust Graph Based Social Recommendation Through Contrastive Multi-View Learning",,,no,
"STAIR: Manipulating Collaborative and Multimodal Information for E-Commerce Recommendation",,,no,
"MENTOR: Multi-level Self-supervised Learning for Multimodal Recommendation",,,no,
"MEATRD: Multimodal Anomalous Tissue Region Detection Enhanced with Spatial Transcriptomics",,,no,
"KGCRR: An Effective Metric-Driven Knowledge Graph Completion Framework by Designing a Novel Upper Bound Function with Adaptive Approximation to Reciprocal Rank",,,no,
"Semantic Enhanced Heterogeneous Hypergraph Network for Collaborative Filtering",,,maybe,
"KITS: Inductive Spatio-Temporal Kriging with Increment Training Strategy",,,no,
"NLGT: Neighborhood-based and Label-enhanced Graph Transformer Framework for Node Classification",,,no,
"Out-of-Distribution Generalization on Graphs via Progressive Inference",,,no,
"Revisiting Graph Contrastive Learning on Anomaly Detection: A Structural Imbalance Perspective",,,no,
"Reverse Region-to-Entity Annotation for Pixel-Level Visual Entity Linking",,,no,
"Federated Graph Condensation with Information Bottleneck Principles",,,no,
"Correlation-Attention Masked Temporal Transformer for User Identity Linkage Using Heterogeneous Mobility Data",,,no,
"Co-Progression Knowledge Distillation with Knowledge Prototype for Industrial Anomaly Detection",,,no,
"Promptable Anomaly Segmentation with SAM Through Self-Perception Tuning",,,no,
"Harnessing Language Model for Cross-Heterogeneity Graph Knowledge Transfer",,,no,
"Curriculum Conditioned Diffusion for Multimodal Recommendation",,,no,
"Erase Then Rectify: A Training-Free Parameter Editing Approach for Cost-Effective Graph Unlearning",,,no,
"Disentangled Modeling of Preferences and Social Influence for Group Recommendation",,,no,
"Disentangling Tabular Data Towards Better One-Class Anomaly Detection",,,no,
"Harnessing Multimodal Large Language Models for Multimodal Sequential Recommendation",,,no,
"Diffusion-based Semantic Outlier Generation via Nuisance Awareness for Out-of-Distribution Detection",,,no,
"Leveraging Large Language Models for Node Generation in Few-Shot Learning on Text-Attributed Graphs",,,no,
"Mind Individual Information! Principal Graph Learning for Multimedia Recommendation",,,no,
"Towards Effective; Efficient and Unsupervised Social Event Detection in the Hyperbolic Space",,,no,
"Dynamic Neighborhood Modeling via Node-Subgraph Contrastive Learning for Graph-Based Fraud Detection",,,no,
"Fuzzy Collaborative Reasoning",,,no,
"Dynamic Graph Learning with Static Relations for Credit Risk Assessment",,,no,
"CoT4Rec: Revealing User Preferences Through Chain of Thought for Recommender Systems",,,no,
"Fast Track to Winning Tickets: Repowering One-Shot Pruning for Graph Neural Networks",,,no,
"Rethinking Cancer Gene Identification Through Graph Anomaly Analysis",,,no,
"Normalize Then Propagate: Efficient Homophilous Regularization for Few-Shot Semi-Supervised Node Classification",,,no,
"Core Knowledge Learning Framework for Graph",,,no,
"AdaDPCC: Adaptive Rate Control and Rate-Distortion-Complexity Optimization for Dynamic Point Cloud Compression",,,no,
"Multifaceted User Modeling in Recommendation: A Federated Foundation Models Approach",,,no,
"DREAM: Decoupled Discriminative Learning with Bigraph-aware Alignment for Semi-supervised 2D-3D Cross-modal Retrieval",,,no,
"Learned Image Transmission with Hierarchical Variational Autoencoder",,,no,
"Scalable Trajectory-User Linking with Dual-Stream Representation Networks",,,no,
"Expand Horizon: Graph Out-of-Distribution Generalization via Multi-Level Environment Inference",,,no,
"Lightweight Yet Fine-Grained: A Graph Capsule Convolutional Network with Subspace Alignment for Shared-Account Sequential Recommendation",,,no,
"L3TC: Leveraging RWKV for Learned Lossless Low-Complexity Text Compression",,,maybe,
"Trigger3:Refining Query Correction via Adaptive Model Selector",,,no,
"Teacher-guided Edge Discriminator for Personalized Graph Masked Autoencoder",,,maybe,
"Integrating Large Language Models and Möbius Group Transformations for Temporal Knowledge Graph Embedding on the Riemann Sphere",,,no,
"Advancing Loss Functions in Recommender Systems: A Comparative Study with a Rényi Divergence-Based Solution",,,no,
"ExcluIR: Exclusionary Neural Information Retrieval",,,no,
"A Lightweight Sparse Interaction Network for Time Series Forecasting",,,no,
"Multi-type MOOCs Recommendation: Leveraging Deep Multi-Relational Representation and Hierarchical Reasoning",,,no,
"Tokenization; Fusion; and Augmentation: Towards Fine-grained Multi-modal Entity Representation",,,no,
"Rethinking Byzantine Robustness in Federated Recommendation from Sparse Aggregation Perspective",,,no,
"LLM-Powered User Simulator for Recommender System",,,no,
"UniTR: A Unified Framework for Joint Representation Learning of Trajectories and Road Networks",,,no,
"Highly Imperceptible Black-Box Graph Injection Attacks with Reinforcement Learning",,,no,
"Spatial-Temporal Knowledge Distillation for Takeaway Recommendation",,,no,
"Neighborhood-Aware Negative Sampling for Student Knowledge and Behavior Modeling",,,no,
"GRAIN: Multi-Granular and Implicit Information Aggregation Graph Neural Network for Heterophilous Graphs",,,no,
"From Pairwise to Ranking: Climbing the Ladder to Ideal Collaborative Filtering with Pseudo-Ranking",,,no,
"TRACI: A Data-centric Approach for Multi-Domain Generalization on Graphs",,,no,
"Dynamic Spectral Graph Anomaly Detection",,,no,
"ST-ReP: Learning Predictive Representations Efficiently for Spatial-Temporal Forecasting",,,no,
"Tokenphormer: Structure-aware Multi-token Graph Transformer for Node Classification",,,no,
"The Adaptive Q-Network for Recommendation Tasks with Dynamic Item Space",,,no,
"Representation Learning Based Predicate Invention on Knowledge Graphs",,,no,
"Addressing Cold-Start Problem in Click-Through Rate Prediction via Supervised Diffusion Modeling",,,no,
"Ghidorah: Towards Robust Multi-Scale Information Diffusion Prediction via Test-Time Training",,,no,
"Refine then Classify: Robust Graph Neural Networks with Reliable Neighborhood Contrastive Refinement",,,no,
"Provable Discriminative Hyperspherical Embedding for Out-of-Distribution Detection",,,no,
"LOHA: Direct Graph Spectral Contrastive Learning Between Low-Pass and High-Pass Views",,,no,
"TimeDP: Learning to Generate Multi-Domain Time Series with Domain Prompts",,,no,
"COMMIT: Certifying Robustness of Multi-Sensor Fusion Systems Against Semantic Attacks",,,no,
"Geodesic Flow Kernels for Semi-Supervised Learning on Mixed-Variable Tabular Dataset",,,no,
"SkipPool: Improved Sparse Hierarchical Graph Pooling with Differentiable Exploration",,,no,
"Self-attention-based Diffusion Model for Time-series Imputation in Partial Blackout Scenarios",,,no,
"Discovering Options That Minimize Average Planning Time",,,no,
"TAIL-MIL: Time-Aware and Instance-Learnable Multiple Instance Learning for Multivariate Time Series Anomaly Detection",,,no,
"Read; Watch and Scream! Sound Generation from Text and Video",,,no,
"Association Pattern-enhanced Molecular Representation Learning",,,no,
"Balancing Privacy and Performance: A Many-in-One Approach for Image Anonymization",,,no,
"Collaborative Similarity Fusion and Consistency Recovery for Incomplete Multi-view Clustering",,,no,
"Active Symbolic Discovery of Ordinary Differential Equations via Phase Portrait Sketching",,,no,
"AIQViT: Architecture-Informed Post-Training Quantization for Vision Transformers",,,no,
"M3Net: Efficient Time-Frequency Integration Network with Mirror Attention for Audio Classification on Edge",,,no,
"A Knowledge Distillation-Based Approach to Enhance Transparency of Classifier Models",,,no,
"FedCFA: Alleviating Simpson’s Paradox in Model Aggregation with Counterfactual Federated Learning",,,no,
"Learning Complexity of Gradient Descent and Conjugate Gradient Algorithms",,,no,
"Backdoor Attack on Propagation-based Rumor Detectors",,,no,
"BigMac: A Communication-Efficient Mixture-of-Experts Model Structure for Fast Training and Inference",,,no,
"IsUMap: Manifold Learning and Data Visualization Leveraging Vietoris-Rips Filtrations",,,no,
"Dimension Reduction for Symbolic Regression",,,no,
"Discovering Symmetries of ODEs by Symbolic Regression",,,no,
"Equal Merit Does Not Imply Equality: Discrimination at Equilibrium in a Hiring Market with Symmetric Agents",,,no,
"AudioGenX: Explainability on Text-to-Audio Generative Models",,,no,
"VarDrop: Enhancing Training Efficiency by Reducing Variate Redundancy in Periodic Time Series Forecasting",,,no,
"Efficient Training of Neural Fractional-Order Differential Equation via Adjoint Backpropagation",,,no,
"Task-Specific Preconditioner for Cross-Domain Few-Shot Learning",,,no,
"Semi-Supervised Online Cross-Modal Hashing",,,maybe,
"A Unified Framework for Human-Allied Learning of Probabilistic Circuits",,,no,
"Nearly Tight Bounds for Exploration in Streaming Multi-Armed Bandits with Known Optimality Gap",,,no,
"GenPlan: Generative Sequence Models as Adaptive Planners",,,no,
"Don’t Think It Twice: Exploit Shift Invariance for Efficient Online Streaming Inference of CNNs",,,no,
"On the Asymptotic Optimality of Confidence Interval Based Algorithms for Fixed Confidence MABs",,,no,
"ExPERT: Modeling Human Behavior Under External Stimuli Aware Personalized MTPP",,,no,
"Learning Structural Causal Models from Ordering: Identifiable Flow Models",,,no,
"Configuring Data Augmentations to Reduce Variance Shift in Positional Embedding of Vision Transformers",,,no,
"T-MDML: Triplet-based Multiple Distance Metric Learning for Multi-Instance Multi-Label Classification with Label Correlation",,,no,
"Singular Value Scaling: Efficient Generative Model Compression via Pruned Weights Refinement",,,no,
"Battling the Non-stationarity in Time Series Forecasting via Test-time Adaptation",,,no,
"Accurate Link Prediction for Edge-Incomplete Graphs via PU Learning",,,no,
"To Predict or Not to Predict? Proportionally Masked Autoencoders for Tabular Data Imputation",,,no,
"Salient Frequency-aware Exemplar Compression for Resource-constrained Online Continual Learning",,,no,
"Diffusion-Based Active Learning for Distributed Client Manifolds",,,no,
"A Stochastic Approach to Bi-Level Optimization for Hyperparameter Optimization and Meta Learning",,,no,
"Super-Class Guided Transformer for Zero-Shot Attribute Classification",,,no,
"SAP: Corrective Machine Unlearning with Scaled Activation Projection for Label Noise Robustness",,,no,
"Sample-aware Adaptive Structured Pruning for Large Language Models",,,no,
"Certification of Speaker Recognition Models to Additive Perturbations",,,no,
"FCOM: A Federated Collaborative Online Monitoring Framework via Representation Learning",,,no,
"p-Mean Regret for Stochastic Bandits",,,no,
"Selective Uncertainty Propagation in Offline RL",,,no,
"Enhanced Importance Sampling Through Latent Space Exploration in Normalizing Flows",,,no,
"Crossfire: An Elastic Defense Framework for Graph Neural Networks Under Bit Flip Attacks",,,no,
"pFedGPA: Diffusion-based Generative Parameter Aggregation for Personalized Federated Learning",,,no,
"Pareto Continual Learning: Preference-Conditioned Learning and Adaption for Dynamic Stability-Plasticity Trade-off",,,no,
"CoffeeBoost: Gradient Boosting Native Conformal Inference for Bayesian Optimization",,,no,
"De-singularity Subgradient for the q-th-Powered lₚ-Norm Weber Location Problem",,,no,
"Retrieval-Augmented Dynamic Prompt Tuning for Incomplete Multimodal Learning",,,no,
"Explainable Neural Networks with Guarantee: A Sparse Estimation Approach",,,no,
"Kolmogorov-Arnold Networks Still Catastrophically Forget but Differently from MLP",,,no,
"Regret Analysis of Multi-task Representation Learning for Linear-Quadratic Adaptive Control",,,no,
"Truncated Gaussian Policy for Debiased Continuous Control",,,no,
"TimeCAP: Learning to Contextualize; Augment; and Predict Time Series Events with Large Language Model Agents",,,maybe,
"RILQ: Rank-Insensitive LoRA-Based Quantization Error Compensation for Boosting 2-Bit Large Language Model Accuracy",,,no,
"HYBOOD: A Hybrid Generative Model for Out-of-Distribution Detection with Corruption Estimation",,,no,
"Fourier Guided Adaptive Adversarial Augmentation for Generalization in Visual Reinforcement Learning",,,no,
"DomCLP: Domain-wise Contrastive Learning with Prototype Mixup for Unsupervised Domain Generalization",,,no,
"DiffIM: Differentiable Influence Minimization with Surrogate Modeling and Continuous Relaxation",,,no,
"Q-MAML: Quantum Model-Agnostic Meta-Learning for Variational Quantum Algorithms",,,no,
"CG-TGAN: Conditional Generative Adversarial Networks with Graph Neural Networks for Tabular Data Synthesizing",,,no,
